ID;Name;MW;SMILES
DB00647;Dextropropoxyphene;339.4712;CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
DB00648;Mitotane;320.041;ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl
DB00649;Stavudine;224.2133;CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
DB00650;Leucovorin;473.446;[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2
DB00651;Dyphylline;254.2426;CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
DB00652;Pentazocine;285.431;CC1C2CC3=C(C=C(O)C=C3)C1(C)CCN2CC=C(C)C
DB00653;Magnesium sulfate;120.368;[Mg++].[O-]S([O-])(=O)=O
DB00654;Latanoprost;432.5928;CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
DB00655;Estrone;270.3661;[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB00656;Trazodone;371.864;ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
DB00657;Mecamylamine;167.2911;CNC1(C)C2CCC(C2)C1(C)C
DB00658;Sevelamer;149.619;NCC=C.ClCC1CO1
DB00659;Acamprosate;181.21;CC(=O)NCCCS(O)(=O)=O
DB00660;Metaxalone;221.2524;CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
DB00661;Verapamil;454.6016;COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1
DB00662;Trimethobenzamide;388.4574;COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1
DB00663;Flumethasone;410.458;[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB00664;Sulfametopyrazine;280.303;COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1
DB00665;Nilutamide;317.2207;CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DB00666;Nafarelin;1322.496;CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
DB00668;Epinephrine;183.2044;CNC[C@H](O)C1=CC(O)=C(O)C=C1
DB00669;Sumatriptan;295.4;CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1
DB00670;Pirenzepine;351.4023;CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1
DB00671;Cefixime;453.45;[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O
DB00672;Chlorpropamide;276.74;CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
DB00673;Aprepitant;534.4267;C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
DB00674;Galantamine;287.3535;[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
DB00675;Tamoxifen;371.5146;CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
DB00676;Benzyl benzoate;212.2439;O=C(OCC1=CC=CC=C1)C1=CC=CC=C1
DB00677;Isoflurophate;184.1457;CC(C)OP(F)(=O)OC(C)C
DB00678;Losartan;422.911;CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DB00679;Thioridazine;370.575;CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1
DB00680;Moricizine;427.517;CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1
DB00681;Amphotericin B;924.079;[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2
DB00682;Warfarin;308.3279;CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
DB00683;Midazolam;325.767;CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
DB00684;Tobramycin;467.5145;NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
DB00685;Trovafloxacin;416.36;[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O
DB00686;Pentosan polysulfate;602.497;O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O
DB00687;Fludrocortisone;380.4504;[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00688;Mycophenolate mofetil;433.4947;COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C
DB00689;Cephaloglycin;405.425;[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB00690;Flurazepam;387.878;CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
DB00691;Moexipril;498.5681;CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O
DB00692;Phentolamine;281.3523;CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
DB00693;Fluorescein;332.3063;OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1
DB00694;Daunorubicin;527.5199;COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O
DB00695;Furosemide;330.744;NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
DB00696;Ergotamine;581.6615;[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O
DB00697;Tizanidine;253.711;ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
DB00698;Nitrofurantoin;238.159;[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O
DB00699;Nicergoline;484.386;[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC
DB00700;Eplerenone;414.4914;[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC
DB00701;Amprenavir;505.627;CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
DB00703;Methazolamide;236.26;CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O
DB00704;Naltrexone;341.4009;[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
DB00705;Delavirdine;456.561;CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
DB00706;Tamsulosin;408.512;CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
DB00708;Sufentanil;386.551;CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
DB00709;Lamivudine;229.256;NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
DB00710;Ibandronate;319.2289;CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
DB00711;Diethylcarbamazine;199.2932;CCN(CC)C(=O)N1CCN(C)CC1
DB00712;Flurbiprofen;244.2609;CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
DB00713;Oxacillin;401.436;[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O
DB00714;Apomorphine;267.3224;[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23
DB00715;Paroxetine;329.3654;FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
DB00716;Nedocromil;371.3408;CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O
DB00717;Norethisterone;298.4192;[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB00718;Adefovir dipivoxil;501.4705;CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C
DB00719;Azatadine;290.4021;CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2
DB00720;Clodronic acid;244.892;OP(O)(=O)C(Cl)(Cl)P(O)(O)=O
DB00721;Procaine;236.3101;CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
DB00722;Lisinopril;405.4879;NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
DB00723;Methoxamine;211.2576;COC1=CC(C(O)C(C)N)=C(OC)C=C1
DB00724;Imiquimod;240.3036;CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N
DB00725;Homatropine methylbromide;370.281;[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1
DB00726;Trimipramine;294.4338;CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
DB00727;Nitroglycerin;227.0865;[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
DB00728;Rocuronium;529.7742;[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
DB00730;Thiabendazole;201.248;N1C2=CC=CC=C2N=C1C1=CSC=N1
DB00731;Nateglinide;317.429;CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
DB00732;Atracurium besylate;1243.49;[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2
DB00733;Pralidoxime;137.1592;C[N+]1=C(\C=N\O)C=CC=C1
DB00734;Risperidone;410.4845;CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
DB00735;Naftifine;287.3981;CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12
DB00736;Esomeprazole;345.416;COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1
DB00737;Meclizine;390.948;CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1
DB00738;Pentamidine;340.4195;NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
DB00739;Hetacillin;389.469;[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O
DB00740;Riluzole;234.198;NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
DB00741;Hydrocortisone;362.4599;[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00742;Mannitol;182.1718;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00743;Gadobenic acid;667.73;[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O
DB00744;Zileuton;236.29;CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
DB00745;Modafinil;273.35;NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DB00746;Deferoxamine;560.684;CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
DB00747;Scopolamine;303.3529;CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
DB00748;Carbinoxamine;290.788;CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB00749;Etodolac;287.3535;CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
DB00750;Prilocaine;220.3107;CCCNC(C)C(=O)NC1=CC=CC=C1C
DB00751;Epinastine;249.3104;NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
DB00752;Tranylcypromine;133.194;NC1CC1C1=CC=CC=C1
DB00753;Isoflurane;184.492;FC(F)OC(Cl)C(F)(F)F
DB00754;Ethotoin;204.2252;CCN1C(=O)NC(C1=O)C1=CC=CC=C1
DB00755;Tretinoin;300.442;C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
DB00756;Hexachlorophene;406.904;OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl
DB00757;Dolasetron;324.38;[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2
DB00758;Clopidogrel;321.822;[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
DB00759;Tetracycline;444.4346;[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
DB00760;Meropenem;383.463;[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]
DB00761;Potassium chloride;74.551;[Cl-].[K+]
DB00762;Irinotecan;586.678;CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
DB00763;Methimazole;114.169;CN1C=CNC1=S
DB00765;Metyrosine;195.2151;C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O
DB00766;Clavulanic acid;199.1608;[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO
DB00768;Olopatadine;337.4122;CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
DB00769;Hydrocortamate;475.6175;[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00770;Alprostadil;354.487;CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
DB00771;Clidinium;352.4467;C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00772;Malathion;330.358;CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
DB00773;Etoposide;588.5566;[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
DB00774;Hydroflumethiazide;331.292;NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F
DB00775;Tirofiban;440.597;CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
DB00776;Oxcarbazepine;252.268;NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
DB00777;Propiomazine;340.482;CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1
DB00778;Roxithromycin;837.0465;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
DB00779;Nalidixic acid;232.2353;CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2
DB00780;Phenelzine;136.1943;NNCCC1=CC=CC=C1
DB00782;Propantheline;368.4892;CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C
DB00783;Estradiol;272.382;[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB00784;Mefenamic acid;241.2851;CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
DB00787;Acyclovir;225.2046;NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
DB00788;Naproxen;230.2592;COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
DB00789;Gadopentetic acid;547.58;[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O
DB00790;Perindopril;368.4678;[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
DB00791;Uracil mustard;252.098;ClCCN(CCCl)C1=CNC(=O)NC1=O
DB00792;Tripelennamine;255.358;CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1
DB00793;Haloprogin;361.391;ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
DB00794;Primidone;218.2518;CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
DB00795;Sulfasalazine;398.393;OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
DB00796;Candesartan cilexetil;610.671;CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1
DB00797;Tolazoline;160.2157;C(C1=NCCN1)C1=CC=CC=C1
DB00798;Gentamicin;1390.728;[H][C@@]1(CN)CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.[H][C@]1(CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1)C(C)N.[H][C@]1(CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1)C(C)NC
DB00799;Tazarotene;351.462;CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1
DB00800;Fenoldopam;305.756;OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
DB00801;Halazepam;352.738;FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB00802;Alfentanil;416.5172;CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
DB00804;Dicyclomine;309.4867;CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
DB00805;Minaprine;298.3828;CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
DB00806;Pentoxifylline;278.307;CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
DB00807;Proparacaine;294.3892;CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC
DB00808;Indapamide;365.835;CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
DB00809;Tropicamide;284.3529;CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
DB00810;Biperiden;311.4611;OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1
DB00811;Ribavirin;244.2047;NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DB00812;Phenylbutazone;308.3743;CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
DB00813;Fentanyl;336.4705;CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
DB00814;Meloxicam;351.401;CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
DB00816;Orciprenaline;211.2576;CC(C)NCC(O)C1=CC(O)=CC(O)=C1
DB00817;Rosoxacin;294.3047;CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1
DB00818;Propofol;178.2707;CC(C)C1=CC=CC(C(C)C)=C1O
DB00819;Acetazolamide;222.245;CC(=O)NC1=NN=C(S1)S(N)(=O)=O
DB00820;Tadalafil;389.404;[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
DB00821;Carprofen;273.714;CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1
DB00822;Disulfiram;296.539;CCN(CC)C(=S)SSC(=S)N(CC)CC
DB00823;Ethynodiol diacetate;384.5085;[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]
DB00824;Enprofylline;194.1906;CCCN1C2=C(NC=N2)C(=O)NC1=O
DB00825;Levomenthol;156.269;CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
DB00826;Natamycin;665.733;[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3
DB00827;Cinoxacin;262.2182;CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
DB00828;Fosfomycin;138.059;C[C@@H]1O[C@@H]1P(O)(O)=O
DB00829;Diazepam;284.74;CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB00830;Phenmetrazine;177.2429;CC1NCCOC1C1=CC=CC=C1
DB00831;Trifluoperazine;407.496;CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
DB00832;Phensuximide;189.2105;CN1C(=O)CC(C1=O)C1=CC=CC=C1
DB00833;Cefaclor;367.807;[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB00834;Mifepristone;429.5937;[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
DB00835;Brompheniramine;319.239;CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00836;Loperamide;477.038;CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB00838;Clocortolone;410.907;[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB00839;Tolazamide;311.4;CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
DB00841;Dobutamine;301.3801;CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
DB00842;Oxazepam;286.713;OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB00843;Donepezil;379.492;COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
DB00844;Nalbuphine;357.4434;O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
DB00845;Clofazimine;473.396;CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1
DB00846;Flurandrenolide;436.5136;CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
DB00847;Cysteamine;77.149;NCCS
DB00848;Levamisole;204.291;C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
DB00849;Methylphenobarbital;246.2619;CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1
DB00850;Perphenazine;403.969;OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB00851;Dacarbazine;182.187;CN(C)\N=N\C1=C(N=CN1)C(N)=O
DB00852;Pseudoephedrine;165.2322;CN[C@@H](C)[C@@H](O)C1=CC=CC=C1
DB00853;Temozolomide;194.1508;CN1N=NC2=C(N=CN2C1=O)C(N)=O
DB00854;Levorphanol;257.3706;[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
DB00855;Aminolevulinic acid;131.1299;NCC(=O)CCC(O)=O
DB00856;Chlorphenesin;202.635;OCC(O)COC1=CC=C(Cl)C=C1
DB00857;Terbinafine;291.4299;CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
