ID;Name;MW;H_Donors;H_Acceptors;LogP;TPSA;Heavy_Atoms;Lipinski;SMILES
DB00496;Darifenacin;426.55;1.0;3.0;3.9575000000000022;55.56;32.0;1;NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB00497;Oxycodone;315.3636;1.0;5.0;1.0482;59.00000000000001;23.0;1;COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C
DB00498;Phenindione;222.2387;0.0;2.0;2.849400000000001;34.14;17.0;1;O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1
DB00499;Flutamide;276.2118;1.0;3.0;3.2081000000000017;72.24000000000001;19.0;1;CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DB00500;Tolmetin;257.2845;1.0;3.0;2.1916200000000003;59.300000000000004;19.0;1;CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1
DB00501;Cimetidine;252.339;3.0;4.0;0.5973999999999999;88.88999999999999;17.0;1;CN\C(NCCSCC1=C(C)NC=N1)=N\C#N
DB00502;Haloperidol;375.864;1.0;3.0;4.425600000000004;40.54;26.0;1;OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
DB00503;Ritonavir;720.944;4.0;9.0;5.905200000000005;145.77999999999997;50.0;0;CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
DB00504;Levallorphan;283.4079;1.0;2.0;3.6366000000000023;23.47;21.0;1;[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2
DB00507;Nitazoxanide;307.282;1.0;7.0;2.2289000000000003;111.43;21.0;1;CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O
DB00508;Triflupromazine;352.417;0.0;3.0;5.259800000000004;6.48;24.0;0;CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
DB00509;Dextrothyroxine;776.87;3.0;4.0;4.5573000000000015;92.78;24.0;0;N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
DB00511;Acetyldigitoxin;806.9757;4.0;14.0;3.818100000000004;188.89999999999995;57.0;0;[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1
DB00512;Vancomycin;1449.254;19.0;25.0;0.10620000000001423;530.49;101.0;0;CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2
DB00513;Aminocaproic acid;131.1729;2.0;2.0;0.5901000000000001;63.32;9.0;1;NCCCCCC(O)=O
DB00514;Dextromethorphan;271.404;0.0;2.0;3.3834000000000026;12.47;20.0;1;[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2
DB00515;Cisplatin;300.05;2.0;2.0;1.7004999999999997;53.6;5.0;1;[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H]
DB00517;Anisotropine methylbromide;362.345;0.0;2.0;0.5198000000000016;26.3;21.0;1;[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C
DB00518;Albendazole;265.331;2.0;4.0;3.2433000000000005;67.00999999999999;18.0;1;CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
DB00519;Trandolapril;430.5372;2.0;5.0;2.7733000000000008;95.94;31.0;1;[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
DB00520;Caspofungin;1093.331;16.0;18.0;-3.311900000000018;412.03;77.0;0;[H][C@@]12C[C@@H](O)CN1C(=O)[C@@H](NC(=O)[C@]([H])(C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]1[C@@H](O)CCN1C(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN)NC(=O)CCCCCCCC[C@@H](C)C[C@@H](C)CC)[C@@H](C)O
DB00521;Carteolol;292.3734;3.0;4.0;1.6990999999999998;70.58999999999999;21.0;1;CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00523;Alitretinoin;300.4351;1.0;1.0;5.602600000000005;37.3;22.0;0;C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O
DB00524;Metolazone;365.835;2.0;4.0;2.7141199999999994;92.5;24.0;1;CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
DB00525;Tolnaftate;307.409;0.0;2.0;4.948320000000004;12.47;22.0;1;CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1
DB00526;Oxaliplatin;397.294;2.0;6.0;-0.7861;86.80000000000001;15.0;1;[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1
DB00527;Cinchocaine;343.4632;1.0;4.0;3.4853000000000023;54.46;25.0;1;CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
DB00528;Lercanidipine;611.7272;1.0;8.0;6.478400000000007;111.00999999999999;45.0;0;COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1
DB00529;Foscarnet;126.0053;3.0;2.0;-0.1579000000000001;94.83000000000001;7.0;1;OC(=O)P(O)(O)=O
DB00530;Erlotinib;393.4357;1.0;7.0;3.405100000000002;74.73;29.0;1;COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2
DB00531;Cyclophosphamide;261.086;1.0;2.0;1.884;41.57000000000001;14.0;1;ClCCN(CCCl)P1(=O)NCCCO1
DB00532;Mephenytoin;218.2518;1.0;2.0;1.4735000000000003;49.410000000000004;16.0;1;CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1
DB00533;Rofecoxib;314.356;0.0;4.0;2.5577000000000005;60.44;22.0;1;CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
DB00534;Chlormerodrin;367.2;2.0;2.0;0.3243;64.35;11.0;1;COC(CNC(N)=O)C[Hg]Cl
DB00535;Cefdinir;395.414;4.0;9.0;-0.17180000000000062;158.20999999999998;26.0;1;[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
DB00536;Guanidine;59.0705;3.0;1.0;-1.1614300000000002;75.89;4.0;1;NC(N)=N
DB00537;Ciprofloxacin;331.3415;2.0;5.0;1.5833;74.57;24.0;1;OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
DB00538;Gadoversetamide;661.76;2.0;13.0;-7.332700000000015;206.76999999999998;36.0;0;[Gd+3].COCCNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCCOC)CC([O-])=O)CC([O-])=O
DB00539;Toremifene;405.96;0.0;2.0;6.215000000000006;12.47;29.0;0;CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
DB00540;Nortriptyline;263.3767;1.0;1.0;3.826400000000003;12.03;20.0;1;CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
DB00541;Vincristine;824.972;3.0;12.0;3.5175000000000027;171.17;60.0;0;[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@H]5C[N@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC
DB00542;Benazepril;424.4895;2.0;5.0;2.5731;95.94000000000001;31.0;1;[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
DB00543;Amoxapine;313.781;1.0;4.0;3.4292000000000025;36.86;22.0;1;ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1
DB00544;Fluorouracil;130.0772;2.0;2.0;-0.7977000000000001;65.72;9.0;1;FC1=CNC(=O)NC1=O
DB00545;Pyridostigmine;181.2117;0.0;2.0;0.5714999999999997;33.42;13.0;1;CN(C)C(=O)OC1=C[N+](C)=CC=C1
DB00547;Desoximetasone;376.4617;2.0;4.0;2.780800000000001;74.6;27.0;1;[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00548;Azelaic acid;188.2209;2.0;2.0;1.8863;74.6;13.0;1;OC(=O)CCCCCCCC(O)=O
DB00549;Zafirlukast;575.675;2.0;7.0;5.695920000000005;115.72999999999999;41.0;0;COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C
DB00550;Propylthiouracil;170.232;2.0;2.0;1.38499;48.65;11.0;1;CCCC1=CC(=O)NC(=S)N1
DB00551;Acetohydroxamic acid;75.0666;2.0;2.0;-0.4882999999999999;49.33;5.0;1;CC(=O)NO
DB00552;Pentostatin;268.2691;4.0;8.0;-1.1797999999999997;112.13;19.0;1;OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O
DB00553;Methoxsalen;216.192;0.0;4.0;2.5478000000000005;52.58;16.0;1;COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
DB00554;Piroxicam;331.346;2.0;5.0;1.5809999999999997;99.6;23.0;1;CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
DB00555;Lamotrigine;256.091;2.0;5.0;2.0098000000000003;90.71;16.0;1;NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
DB00556;Perflutren;188.0193;0.0;0.0;2.7462999999999997;0.0;11.0;1;FC(F)(F)C(F)(F)C(F)(F)F
DB00557;Hydroxyzine;374.904;1.0;4.0;3.055900000000001;35.940000000000005;26.0;1;OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00558;Zanamivir;332.3098;7.0;7.0;-3.7854999999999976;200.71999999999997;23.0;0;[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
DB00559;Bosentan;551.614;2.0;10.0;4.2039000000000035;145.64999999999998;39.0;0;COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
DB00560;Tigecycline;585.6487;7.0;11.0;0.5132000000000037;205.76;42.0;0;[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
DB00561;Doxapram;378.5072;0.0;3.0;3.173300000000001;32.78;28.0;1;CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00562;Benzthiazide;431.937;2.0;6.0;2.2427;118.69;26.0;1;NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O
DB00563;Methotrexate;454.4393;6.0;9.0;0.09877000000000091;211.26999999999995;33.0;0;[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)NC(=N)N=C2N=C1)C(O)=O
DB00564;Carbamazepine;236.2686;1.0;1.0;3.3872000000000018;46.330000000000005;18.0;1;NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00565;Cisatracurium;929.16;0.0;12.0;8.065500000000009;126.44000000000003;67.0;0;COC1=CC2=C(C=C1OC)[C@@H](CC1=CC(OC)=C(OC)C=C1)[N@@+](C)(CCC(=O)OCCCCCOC(=O)CC[N@@+]1(C)CCC3=C(C=C(OC)C(OC)=C3)[C@H]1CC1=CC(OC)=C(OC)C=C1)CC2
DB00566;Succimer;182.21;4.0;4.0;-0.2476000000000001;74.6;10.0;1;OC(=O)[C@@H](S)[C@@H](S)C(O)=O
DB00567;Cephalexin;347.389;3.0;5.0;0.4448999999999994;112.73000000000002;24.0;1;[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB00568;Cinnarizine;368.524;0.0;2.0;5.1070000000000055;6.48;28.0;0;C(\C=C\C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
DB00569;Fondaparinux;1508.263;19.0;39.0;-13.750099999999989;805.4800000000005;91.0;0;CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O
DB00570;Vinblastine;810.9741;3.0;12.0;3.9909000000000034;154.1;59.0;0;[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC
DB00571;Propranolol;259.3434;2.0;3.0;2.5775000000000006;41.489999999999995;19.0;1;CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2
DB00572;Atropine;289.3694;1.0;4.0;1.9309;49.769999999999996;21.0;1;CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
DB00573;Fenoprofen;242.2699;1.0;2.0;3.6670000000000016;46.53;18.0;1;CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1
DB00574;Fenfluramine;231.2573;1.0;1.0;3.2459000000000024;12.03;16.0;1;CCNC(C)CC1=CC=CC(=C1)C(F)(F)F
DB00575;Clonidine;230.094;2.0;3.0;2.3644999999999996;36.42;14.0;1;ClC1=CC=CC(Cl)=C1NC1=NCCN1
DB00576;Sulfamethizole;270.331;2.0;6.0;1.2295199999999997;97.97;17.0;1;CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
DB00577;Valaciclovir;324.3357;3.0;9.0;-0.7975999999999985;151.14000000000001;23.0;1;CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O
DB00578;Carbenicillin;378.4;3.0;5.0;0.4864999999999998;124.01000000000002;26.0;1;[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O
DB00579;Mazindol;284.74;1.0;3.0;2.6092000000000004;35.83;20.0;1;OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
DB00580;Valdecoxib;314.359;1.0;4.0;2.9644200000000005;86.19;22.0;1;CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
DB00581;Lactulose;342.2965;8.0;11.0;-5.395599999999993;189.52999999999997;23.0;0;OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
DB00582;Voriconazole;349.3105;1.0;6.0;2.1769;76.72;25.0;1;C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
DB00583;Levocarnitine;161.1989;1.0;3.0;-1.8064999999999984;60.36;11.0;1;C[N+](C)(C)C[C@H](O)CC([O-])=O
DB00584;Enalapril;376.4467;2.0;5.0;1.6046;95.94;27.0;1;CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
DB00585;Nizatidine;331.45;2.0;8.0;1.3225;83.32999999999998;21.0;1;CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
DB00586;Diclofenac;296.149;2.0;2.0;4.364100000000001;49.33;19.0;1;OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
DB00588;Fluticasone propionate;500.571;1.0;6.0;4.430000000000004;80.67000000000002;34.0;0;[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB00589;Lisuride;338.4466;2.0;2.0;2.841400000000001;51.370000000000005;25.0;1;[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
DB00590;Doxazosin;451.4751;1.0;9.0;1.7177999999999998;112.27000000000001;33.0;1;COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1
DB00591;Fluocinolone acetonide;452.4882;2.0;6.0;2.366800000000001;93.06000000000002;32.0;1;[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
DB00592;Piperazine;86.1356;2.0;2.0;-0.8208;24.06;6.0;1;C1CNCCN1
DB00593;Ethosuximide;141.1677;1.0;2.0;0.4491999999999999;46.17;10.0;1;CCC1(C)CC(=O)NC1=O
DB00594;Amiloride;229.627;5.0;6.0;-1.0823299999999998;156.79;15.0;1;NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
DB00595;Oxytetracycline;460.434;7.0;10.0;-1.2435999999999987;201.85000000000002;33.0;0;[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C
DB00596;Ulobetasol;428.9;2.0;4.0;3.090200000000002;74.6;29.0;1;[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB00597;Gadoteridol;558.68;1.0;11.0;-6.161500000000005;153.57999999999998;29.0;0;[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
DB00598;Labetalol;328.4055;4.0;4.0;2.1353999999999997;95.58;24.0;1;CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
DB00599;Thiopental;242.338;2.0;3.0;1.3498999999999999;58.2;16.0;1;CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
DB00600;Monobenzone;200.2332;1.0;2.0;2.9712000000000014;29.46;15.0;1;OC1=CC=C(OCC2=CC=CC=C2)C=C1
DB00601;Linezolid;337.3461;1.0;5.0;1.1235999999999997;71.11;24.0;1;CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
DB00602;Ivermectin;1736.185;6.0;28.0;10.812700000000001;340.12;123.0;0;[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O.[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)[C@@H](C)CC)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O
DB00603;Medroxyprogesterone acetate;386.5244;0.0;4.0;4.655200000000004;60.440000000000005;28.0;1;[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
DB00604;Cisapride;465.945;2.0;6.0;3.358100000000001;86.05000000000001;32.0;1;CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
DB00605;Sulindac;356.411;1.0;2.0;4.3655000000000035;54.37;25.0;1;CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O
DB00606;Cyclothiazide;389.878;3.0;5.0;1.2295;118.35999999999999;24.0;1;NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2
DB00607;Nafcillin;414.475;2.0;5.0;2.4838000000000005;95.94;29.0;1;[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O
DB00608;Chloroquine;319.872;1.0;3.0;4.810600000000004;28.16;22.0;1;CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12
DB00609;Ethionamide;166.243;1.0;2.0;1.2782;38.91;11.0;1;CCC1=NC=CC(=C1)C(N)=S
DB00610;Metaraminol;167.205;3.0;3.0;0.7728000000000002;66.48;12.0;1;C[C@H](N)[C@H](O)C1=CC(O)=CC=C1
DB00611;Butorphanol;327.4605;2.0;3.0;3.3656000000000024;43.7;24.0;1;[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1
DB00612;Bisoprolol;325.443;2.0;5.0;2.3659;59.95;23.0;1;CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
DB00613;Amodiaquine;355.861;2.0;4.0;5.179200000000003;48.39;25.0;0;CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1
DB00615;Rifabutin;847.0047;5.0;14.0;4.615720000000003;205.54999999999995;61.0;0;CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
DB00617;Paramethadione;157.1671;0.0;3.0;0.7637;46.61;11.0;1;CCC1(C)OC(=O)N(C)C1=O
DB00618;Demeclocycline;464.853;6.0;9.0;0.2649000000000004;181.61999999999998;32.0;0;[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O
DB00619;Imatinib;493.6027;2.0;7.0;4.590320000000004;86.28;37.0;1;CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
DB00620;Triamcinolone;394.4339;4.0;6.0;0.6204999999999992;115.06;28.0;1;[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB00621;Oxandrolone;306.4397;1.0;3.0;3.5431000000000026;46.53;22.0;1;[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C
DB00622;Nicardipine;479.525;1.0;8.0;3.677800000000003;111.00999999999999;35.0;1;COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1
DB00623;Fluphenazine;437.522;1.0;5.0;4.308100000000004;29.950000000000003;30.0;1;OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
DB00624;Testosterone;288.4244;1.0;2.0;3.879200000000003;37.3;21.0;1;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
DB00625;Efavirenz;315.675;1.0;2.0;4.073100000000002;38.33;21.0;1;FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1
DB00626;Bacitracin;1422.693;17.0;19.0;-1.6776000000000246;530.8699999999999;100.0;0;CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC
DB00627;Niacin;123.1094;1.0;2.0;0.7797999999999999;50.19;9.0;1;OC(=O)C1=CN=CC=C1
DB00628;Clorazepic acid;314.723;2.0;3.0;2.582700000000001;78.75999999999999;22.0;1;OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB00629;Guanabenz;231.082;2.0;2.0;1.6007000000000005;76.76;14.0;1;NC(N)=NN=CC1=C(Cl)C=CC=C1Cl
DB00630;Alendronic acid;249.096;6.0;4.0;-1.2731999999999999;161.31;14.0;0;NCCCC(O)(P(O)(O)=O)P(O)(O)=O
DB00631;Clofarabine;303.677;3.0;8.0;-0.3494000000000003;119.30999999999999;20.0;1;[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12
DB00632;Docosanol;326.6;1.0;1.0;7.800600000000008;20.23;23.0;0;CCCCCCCCCCCCCCCCCCCCCCO
DB00633;Dexmedetomidine;200.2795;1.0;1.0;3.178340000000002;28.68;15.0;1;C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
DB00634;Sulfacetamide;214.242;2.0;4.0;0.0935999999999998;89.26;14.0;1;CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
